ÒÚ‡Ú¸ˇ;‡‚ÚÓ˚;ˆËÚËÛ˛Ú;ÊÛÌ‡Î;ÒÚ‡Ì‡
The C-70 Fullerene Adducts with Low Anisotropy of Polarizability are More Efficient Electron Acceptors for Organic Solar Cells. The Minimum Anisotropy Hypothesis for Efficient Isomer-Free Fullerene-Adduct Photovoltaics;['SABIROV DS'];['AKHTARI KEIVAN', 'HASSANZADEH KEYUMARS', 'FAKHRAEI BAHAREH', 'ANTHONY JOHN E', 'FACCHETTI ANTONIO', 'HEENEY MARTIN', 'BAYLISS SAM L', 'GREENHAM NEIL C', 'FRIEND RICHARD H', 'BERNARDO B', 'CHEYNS D', 'VERREET B', 'BLOM PAUL W M', 'MIHAILETCHI VALENTIN D', 'KOSTER L JAN ANTON', 'CERON MAIRA R', 'ECHEGOYEN LUIS', 'CURRY NP', 'DOUST B', 'JELSKI DA', 'DEGENNES PG', 'DEIBEL CARSTEN', 'DYAKONOV VLADIMIR', 'DELONGCHAMP DEAN M', 'KLINE R JOSEPH', 'HERZING ANDREW', 'DENG LIN-LONG', 'LI XIANG', 'WANG SHUAI', 'FAN XI', 'CUI CHAOHUA', 'FANG GUOJIA', 'FEW SHERIDAN', 'FROST JARVIST M', 'NELSON JENNY', 'GAO FENG', 'INGANAS OLLE', 'HORNBERGER KLAUS', 'GERLICH STEFAN', 'ULBRICHT HENDRIK', 'HSIAO YU-CHE', 'WU TING', 'LI MINGXING', 'HU LEIHUA', 'CUI RONGLI', 'HUANG HUAN', 'HWANG YONG GYOO', 'LEE SEOL', 'LEE KEE H', 'JACKSON NICHOLAS E', 'SAVOIE BRETT M', 'MARKS TOBIN J', 'KIM KI-HYUN', 'KANG HYUNBUM', 'KIM HYEONG JUN', 'KITAURA SHINJI', 'KUROTOBI KEI', 'SATO MAKI', 'SHAHEEN SEAN E', 'HUMMELEN JAN C', 'LAI YU-YING', 'CHENG YEN-JU', 'HSU CHAIN-SHU', 'LAI YUN-YU', 'LIAO MING-HUNG', 'CHEN YEN-TING', 'LAIKOV DN', 'USTYNYUK YA', 'LEE JI YOUNG', 'LEE KEE HAG', 'LI SHU-HUI', 'LI ZONG-JUN', 'NAKAGAWA TAKAFUMI', 'LI YONGFANG', 'LIU TAO', 'TROISI ALESSANDRO'];JOURNAL OF PHYSICAL CHEMISTRY C;Russia
Chemical Reaction of Polar Phthalocyanines on Silver: Chloroaluminum Phthalocyanine and Fluoroaluminum Phthalocyanine;['POLEK M', 'LATTEYER F', 'BASOVA TV', 'PETRAKI F', 'AYGUL U', 'UIHLEIN J', 'NAGEL P', 'MERZ M', 'SCHUPPLER S', 'CHASSE T', 'PEISERT H'];['ADLER HILMAR', 'PASZKIEWICZ MATEUSZ', 'UIHLEIN JOHANNES', 'BARTH JV', 'COSTANTINI G', 'KERN K', 'BASOVA TAMARA V', 'KISELEV VITALY G', 'DUBKOV ILYA S', 'BERNER S', 'DE WILD M', 'RAMOINO L', 'BRIGGS D', 'MARBROW RA', 'LAMBERT RM', 'CHEN WEICHAO', 'QIAO XIAOLAN', 'YANG JIANBING', 'FLOREANO LUCA', 'COSSARO ALBANO', 'GOTTER ROBERTO', 'FRONK MICHAEL', 'BRAEUER BJOERN', 'ZAHN DIETRICH R T', 'FUKAGAWA H', 'YAMANE H', 'KERA S', 'GAARENSTROOM SW', 'WINOGRAD N', 'GANTZ JEREMY', 'PLACENCIA DIOGENES', 'GIORDANO ANTHONY', 'GOTTFRIED J MICHAEL', 'HEIMEL G', 'DUHM S', 'SALZMANN I', 'HESSE R', 'STREUBEL P', 'HUANG YU LI', 'WANG RUI', 'NIU TIAN CHAO', 'WRUSS ELISABETH', 'EGGER DAVID A', 'LU YUNHAO', 'ILYAS NAHID', 'HARIVYASI SHASHANK S', 'ZAHL PERCY', 'KAUSHIK VK', 'LATTEYER FLORIAN', 'PEISERT HEIKO', 'AYGUEL UMUT', 'LINDNER SUSI', 'TRESKE UWE', 'KNUPFER MARTIN', 'LIU XIANJIE', 'WEI YINYING', 'REUTT-ROBEY JANICE E', 'MAO HONG YING', 'WANG YU', 'NAPIER A', 'COLLINS RA', 'NIU TIANCHAO', 'ZHOU MIAO', 'ZHANG JIALIN', 'PALMGREN P', 'ANGOT T', 'NLEBEDIM C I', 'PETERSHANS A', 'KNUPFER M', 'FINK J', 'PETRAKI FOTINI'];JOURNAL OF PHYSICAL CHEMISTRY C;Russia
Role of Hydrogen Abstraction Reaction in Photocatalytic Decomposition of High Energy Density Materials;['TSYSHEVSKY R', 'ZVEREV AS', 'MITROFANOV AY', 'ILYAKOVA NN', 'KOSTYANKO MV', 'LUZGAREV SV', 'GARIFZIANOVA GG', 'KUKLJA MM'];['ADAMO C', 'BARONE V', 'AHMAD S RAFI', 'CARTWRIGHT MICHAEL', 'ALUKER E D', 'ALUKER N L', 'KRECHETOV A G', 'ALUKER EDWARD D', 'KRECHETOV ALEXANDER G', 'MITROFANOV ANATOLIY Y', 'MITROFANOV ANATOLY Y', 'ANSETH KS', 'NEWMAN SM', 'BOWMAN CN', 'BAUERNSCHMITT R', 'AHLRICHS R', 'BERNSTEIN ELLIOT R', 'BHATTACHARYA ATANU', 'GUO YUANQING', 'BLOCHL PE', 'BOURNE NK', 'BUNNING TJ', 'NATARAJAN LV', 'TONDIGLIA VP', 'BURSEY JT', 'BURSEY MM', 'KINGSTON DG', 'CADY HH', 'LARSON AC', 'CARAPELLUCCI PA', 'WOLF HP', 'WEISS K', 'CASIDA ME', 'JAMORSKI C', 'CASIDA KC', 'CHAUSSY C', 'SCHMIEDT E', 'JOCHAM D', 'CHEN S C', 'XU S C', 'DIAU E', 'COHEN REVITAL', 'ZEIRI YEHUDA', 'WURZBERG ELHANAN', 'CONNER RUSTY W', 'DLOTT DANA D', 'COOPER JASON K', 'GRANT CHRISTIAN D', 'ZHANG JIN Z', 'DION M', 'RYDBERG H', 'SCHRODER E', 'DLOTT DD', 'FAYET GUILLAUME', 'JOUBERT LAURENT', 'ROTUREAU PATRICIA', 'FISHER JP', 'DEAN D', 'ENGEL PS', 'GARCZAREK F', 'GERWERT K'];JOURNAL OF PHYSICAL CHEMISTRY C;Russia
Toward the Exploration of the NiTi Phase Diagram with a Classical Force Field;"['KEXEL C', 'VERKHOVTSEV AV', 'SUSHKO GB', 'KOROL AV', 'SCHRAMM S', ""SOLOV'YOV AV""]";"['BALETTO F', 'FERRANDO R', 'BILGRAM JH', 'BRAM M', 'AHMAD-KHANLOU A', 'HECKMANN A', 'CALVO F', 'NEIROTTI JP', 'FREEMAN DL', 'GALINDEZ J', 'GADEA FX', 'CALVO FLORENT', 'CLERI F', 'ROSATO V', 'DAW MS', 'BASKES MI', 'DU JIGUANG', 'WANG HONGYAN', 'JIANG GANG', 'DUFRESNE ALICE', 'RIBEIRO FABIENNE', 'TREGLIA GUY', 'DUNNING TH', 'DZUGUTOV M', 'ENGELMANN YANNICK', 'BOGAERTS ANNEMIE', 'NEYTS ERIK C', 'FERRANDO RICCARDO', 'JELLINEK JULIUS', 'JOHNSTON ROY L', 'FINNIS MW', 'SINCLAIR JE', 'FU Y Q', 'ZHANG SAM', 'WU M J', 'FU YQ', 'SHEARWOOD C', 'GOO E', 'SINCLAIR R', 'GUPTA RP', 'HATCHER N', 'KONTSEVOI O YU', 'FREEMAN A J', 'HEILES SVEN', 'HUANG SP', 'BALBUENA PB', 'HUANG XY', 'ACKLAND GJ', 'RABE KM', 'JELLINEK J', 'KRISSINEL EB', 'KEXEL CHRISTIAN', 'SCHRAMM STEFAN', ""SOLOV'YOV ANDREY V"", 'LAI WS', 'LIU BX', 'MAGNIN Y', 'ZAPPELLI A', 'AMARA H', 'MARINARI E', 'PARISI G']";JOURNAL OF PHYSICAL CHEMISTRY C;Russia
Effects of atomic short-range order on properties of the PbMg1/3Nb2/3O3 relaxor ferroelectric;['PROSANDEEV S', 'BELLAICHE L'];['AKBARZADEH A R', 'WALTER ERIC J', 'AKBAS MA', 'DAVIES PK', 'AL-BARAKATY A', 'PROSANDEEV SERGEY', 'WANG DAWEI', 'INIGUEZ JORGE', 'COCKAYNE ERIC', 'ZUNGER A', 'BURNS G', 'DACOL FH', 'CHU F', 'SETTER N', 'TAGANTSEV AK', 'COLLA E V', 'KOROLEVA E YU', 'OKUNEVA N M', 'COWLEY JM', 'CROSS L ERIC', 'DKHIL B', 'GEMEINER P', 'KIAT JM', 'CALVARIN G', 'GANESH P', 'COCKAYNE E', 'AHART M', 'GEORGE AM', 'INIGUEZ J', 'GRINBERG I', 'RAPPE AM', 'HEMPHILL R', 'GARCIA A', 'ISHCHUK VM', 'BAUMER VN', 'SOBOLEV VL', 'MADER KA', 'NAHAS Y', 'PROKHORENKO S', 'KORNEV I', 'PHELAN DANIEL', 'STOCK CHRISTOPHER', 'RODRIGUEZ-RIVERA JOSE A', 'PIRC R', 'KUTNJAK Z', 'NOVAK N', 'RAEVSKI IGOR P', 'MALITSKAYA MARIA A'];PHYSICAL REVIEW B;Russia
Floquet spectrum and driven conductance in Dirac materials: Effects of Landau-Zener-Stuckelberg-Majorana interferometry;['RODIONOV YI', 'KUGEL KI', 'NORI F'];"['BUSL MARIA', 'PLATERO GLORIA', 'JAUHO ANTTI-PEKKA', 'BUTTIKER M', 'IMRY Y', 'LANDAUER R', 'FILLION-GOURDEAU FRANCOIS', 'GAGNON DENIS', 'LEFEBVRE CATHERINE', 'GANESHAN SRIRAM', 'BARNES EDWIN', 'DAS SARMA S', 'GLAZOV M M', 'GANICHEV S D', 'GU ZHENGHAO', 'FERTIG H A', 'AROVAS DANIEL P', 'KAYANUMA Y', 'KOHLER S', 'LEHMANN J', 'HANGGI P', 'KRISTINSSON K', 'KIBIS O V', 'MORINA S', 'KUNDU ARIJIT', 'SERADJEH BABAK', 'LI CAI-ZHEN', 'WANG LI-XIAN', 'LIU HAIWEN', 'LIANG TIAN', 'GIBSON QUINN', 'ALI MAZHAR N', 'MAJORANA E', 'OKA TAKASHI', 'AOKI HIDEO', 'PEREZ-PISKUNOW P M', 'TORRES L E F FOA', 'USAJ GONZALO', 'RODIONOV YA I', 'SYZRANOV S V', 'ROZHKOV A V', 'SBOYCHAKOV A O', 'RAKHMANOV A L', 'GIAVARAS G', 'BLIOKH YURY P', 'SATANIN A M', 'DENISENKO M V', 'GELMAN A I', 'ASHHAB SAHEL', ""SAVEL'EV SERGEY E"", 'ALEXANDROV ALEXANDRE S', 'SHEVCHENKO S N', 'ASHHAB S', 'NORI FRANCO', 'SHYTOV AV', 'IVANOV DA', ""FEIGEL'MAN MV""]";PHYSICAL REVIEW B;Russia
Ligand-Dependent Morphology and Optical Properties of Lead Sulfide Quantum Dot Superlattices;['USHAKOVA EV', 'CHEREVKOV SA', 'LITVIN AP', 'PARFENOV PS', 'VOLGINA DOA', 'KASATKIN IA', 'FEDOROV AV', 'BARANOV AV'];['BARANOV ALEXANDER V', 'USHAKOVA ELENA V', 'GOLUBKOV VALERY V', 'BAZAK REMON', 'HOURI MOHAMAD', 'EL ACHY SAMAR', 'CAO YIMING', 'STAVRINADIS ALEXANDROS', 'LASANTA TANIA', 'CAREY GRAHAM H', 'ABDELHADY AHMED L', 'NING ZHIJUN', 'CHANG JIN', 'KUGA YUKI', 'MORA-SERO IVAN', 'CHOI HYEKYOUNG', 'KO JAE-HYEON', 'KIM YONG-HYUN', 'CHOI SUKYUNG', 'JIN HO', 'BANG JIWON', 'CINTEZA LUDMILA OTILIA', 'CORRICELLI M', 'ALTAMURA D', 'CURRI M L', 'CORRICELLI MICHELA', 'ALTAMURA DAVIDE', 'DE CARO LIBERATO', 'GIANSANTE CARLO', 'CARBONE LUIGI', 'GIANNINI CINZIA', 'GUYOT-SIONNEST PHILIPPE', 'HINES MA', 'SCHOLES GD', 'IHLY RACHELLE', 'TOLENTINO JASON', 'LIU YAO', 'JUMABEKOV ASKHAT N', 'CORDES NIKLAS', 'SIEGLER TIMOTHY D', 'KERSHAW STEPHEN V', 'SUSHA ANDREI S', 'ROGACH ANDREY L', 'KO DONG-KYUN', 'MAURANO ANDREA', 'SUH SU KYUNG', 'KRAMER ILLAN J', 'LEVINA LARISSA', 'DEBNATH RATAN', 'LI RUIPENG', 'BIAN KAIFU', 'HANRATH TOBIAS', 'LITVIN ALEKSANDR P', 'PARFENOV PETER S', 'PARFENOV P S', 'LITVIN A P', 'BARANOV A V', 'PATTERSON AL', 'PRABHAKARAN PREM', 'KIM WON JIN', 'LEE KWANG-SUP', 'SANTRA PRALAY K', 'PALMSTROM AXEL F', 'TANSKANEN JUKKA T', 'SARAN RINKU', 'CURRY RICHARD J', 'SARGENT EDWARD H', 'SPEIRS M J', 'BALAZS D M', 'FANG H -H', 'SUKHANOVA ALYONA', 'VOLKOV YURI'];JOURNAL OF PHYSICAL CHEMISTRY C;Russia
Exploring the Effects of the Pb2+ Substitution in MAPbI(3) on the Photovoltaic Performance of the Hybrid Perovskite Solar Cells;['FROLOVA LA', 'ANOKHIN DV', 'GERASIMOV KL', 'DREMOVA NN', 'TROSHIN PA'];['ABDELHADY AHMED L', 'SAIDAMINOV MAKHSUD I', 'MURALI BANAVOTH', 'BI DONGQIN', 'XU BO', 'GAO PENG', 'CHUNG IN', 'SONG JUNG-HWAN', 'IM JINO', 'LEE BYUNGHONG', 'HE JIAQING', 'GOLDSCHMIDT VM', 'HAO FENG', 'STOUMPOS CONSTANTINOS C', 'CHANG ROBERT P H', 'DUYEN HANH CAO', 'HESSE S', 'ZIMMERMANN J', 'VON SEGGERN H', 'JEON NAM JOONG', 'NOH JUN HONG', 'YANG WOON SEOK', 'KORFER M', 'FUESS H', 'BATS JW', 'KRISHNAMOORTHY THIRUMAL', 'DING HONG', 'YAN CHEN', 'LEE JIN-WOOK', 'KIM DEOK-HWAN', 'KIM HUI-SEON', 'MOSCONI EDOARDO', 'UMARI PAOLO', 'DE ANGELIS FILIPPO', 'NAVAS JAVIER', 'SANCHEZ-CORONILLA ANTONIO', 'JESUS GALLARDO JUAN', 'NOEL NAKITA K', 'STRANKS SAMUEL D', 'ABATE ANTONIO', 'OGOMI YUHEI', 'MORITA ATSUSHI', 'TSUKAMOTO SYOTA', 'SALIBA MICHAEL', 'MATSUI TAISUKE', 'SEO JI-YOUN', 'KANATZIDIS MERCOURI G', 'MALLIAKAS CHRISTOS D', 'FRAZER LASZLO', 'CLARK DANIEL J', 'WANG KAN', 'LIANG ZIQI', 'WANG XINQIANG', 'ZUO FAN', 'WILLIAMS SPENCER T', 'LIANG PO-WEI'];JOURNAL OF PHYSICAL CHEMISTRY LETTERS;Russia
Loss of coherence in cavity-polariton condensates: Effect of disorder versus exciton reservoir;['DEMENEV AA', 'GRISHINA YV', 'NOVIKOV SI', 'KULAKOVSKII VD', 'SCHNEIDER C', 'HOFLING S'];['AMO ALBERTO', 'LEFRERE JEROME', 'PIGEON SIMON', 'BAAS A', 'LAGOUDAKIS K G', 'RICHARD M', 'BALILI R', 'HARTWELL V', 'SNOKE D', 'BELYKH V V', 'SIBELDIN N N', 'KULAKOVSKII V D', 'BEREZINSKII VL', 'CERDA-MENDEZ E A', 'KRIZHANOVSKII D N', 'WOUTERS M', 'DENG HUI', 'SOLOMON GLENN S', 'HEY RUDOLF', 'FONTANESI LUCA', 'WOUTERS MICHIEL', 'SAVONA VINCENZO', 'GAVRILOV S S', 'SEKRETENKO A V', 'NOVIKOV S I', 'DEMENEV A A', 'BRICHKIN A S', 'GRISHINA YA V', 'GLAUBER RJ', 'KASPRZAK J', 'KUNDERMANN S', 'KOSTERLITZ JM', 'THOULESS DJ', 'GAVRILOV S', 'PIETKA B', 'LAI C W', 'KIM N Y', 'UTSUNOMIYA S', 'LARIONOV A V', 'HOEFLING S', 'MALPUECH G', 'SOLNYSHKOV D D', 'OUERDANE H', 'MYLNIKOV D A', 'NARDIN G', 'NITSCHE WOLFGANG H', 'KIM NA YOUNG', 'ROUMPOS GEORGIOS', 'OHADI H', 'KAMMANN E', 'LIEW T C H', 'PENROSE O', 'ONSAGER L', 'PETHICK CJ', 'SMITH H', 'RITTER STEPHAN', 'OETTL ANTON', 'DONNER TOBIAS'];PHYSICAL REVIEW B;Russia
High-temperature expansion method for calculating paramagnetic exchange interactions;['SOTNIKOV OM', 'MAZURENKO VV'];['ANDERSON PW', 'BARWINKEL K', 'SCHMIDT HJ', 'SCHNACK J', 'BHATTACHARJEE SATADEEP', 'NORDSTROM LARS', 'FRANSSON JONAS', 'BOSE S', 'JIN BQ', 'KOREPIN VE', 'CONNOLLY JWD', 'WILLIAMS AR', 'DELFS C', 'GATTESCHI D', 'PARDI L', 'FLORENS SERGE', 'GEORGES A', 'KOTLIAR G', 'KRAUTH W', 'GIAMPAOLO S M', 'ILLUMINATI F', 'DI LISI A', 'GREIF DANIEL', 'JOTZU GREGOR', 'MESSER MICHAEL', 'PARSONS MAXWELL F', 'MAZURENKO ANTON', 'HEISENBERG W', 'HIRJIBEHEDIN CF', 'LUTZ CP', 'HEINRICH AJ', 'HUBBARD J', 'IGOSHEV P A', 'EFREMOV A V', 'KATANIN A A', 'POTERYAEV A I', 'ISKAKOV S N', 'MAZURENKO V V', 'VALENTYUK M V', 'KATSNELSON MI', 'LICHTENSTEIN AI', 'KESHAVARZ S', 'KVASHNIN Y O', 'DI MARCO I', 'SUN W', 'GRANAES O', 'LEBERNEGG STEFAN', 'TSIRLIN ALEXANDER A', 'JANSON OLEG', 'LIECHTENSTEIN AI', 'ANTROPOV VP', 'LOGEMANN R', 'DE WIJS G A', 'KATSNELSON M I', 'JIN FENGPING', 'RUDENKO A N'];PHYSICAL REVIEW B;Russia
Resistive properties and phase diagram of the organic antiferromagnetic metal kappa-(BETS)(2)FeCl4;['KUNZ M', 'BIBERACHER W', 'KUSHCH ND', 'MIYAZAKI A', 'KARTSOVNIK MV'];['ANALYTIS JG', 'ARDAVAN A', 'BLUNDELL SJ', 'ANDRES D', 'KARTSOVNIK M V', 'ARDAVAN ARZHANG', 'BROWN STUART', 'KAGOSHIMA SEIICHI', 'BALICAS L', 'BROOKS JS', 'STORR K', 'BROSSARD L', 'CLERAC R', 'COULON C', 'CEPAS O', 'MCKENZIE RH', 'MERINO J', 'DAOU R', 'DOIRON-LEYRAUD NICOLAS', 'LEBOEUF DAVID', 'AUBAN-SENZIER PASCALE', 'DE COTRET SAMUEL RENE', 'FISHER ME', 'NELSON DR', 'FUJIWARA H', 'KOBAYASHI H', 'FUJIWARA E', 'NAKAZAWA Y', 'GOZE F', 'LAUKHIN VN', 'GRIGORIEV PD', 'GRUNER G', 'HARRISON N', 'BOGAERTS R', 'REINDERS PHP', 'JACCARINO V', 'PETER M', 'GRIGORIEV P D', 'MASHOVETS DV', 'SMIRNOV DV', 'KAWAGUCHI GENTA', 'MAESATO MITSUHIKO', 'KOMATSU TOKUTARO', 'KOBAYASHI A', 'UDAGAWA T', 'TOMITA H', 'CUI HB', 'NAITO T', 'KONOIKE T', 'UJI S', 'TERASHIMA T', 'NISHIMURA M'];PHYSICAL REVIEW B;Russia
Hidden quantum phase transition in Mn1-xFexGe evidenced by small-angle neutron scattering;['ALTYNBAEV E', 'SIEGFRIED SA', 'MOSKVIN E', 'MENZEL D', 'DEWHURST C', 'HEINEMANN A', 'FEOKTYSTOV A', 'FOMICHEVA L', 'TSVYASHCHENKO A', 'GRIGORIEV S'];['SIEGFRIED S -A', 'DYADKIN V', 'BAK P', 'JENSEN MH', 'BAUER A', 'NEUBAUER A', 'FRANZ C', 'DEMISHEV S V', 'SAMARIN A N', 'GLUSHKOV V V', 'LOBANOVA I I', 'DEUTSCH M', 'BONVILLE P', 'TSVYASHCHENKO A V', 'DYADKIN VADIM', 'GRIGORIEV SERGEY', 'OVSYANNIKOV SERGEY V', 'FEOKTYSTOV ARTEM V', 'FRIELINGHAUS HENRICH', 'DI ZHENYU', 'GAYLES J', 'FREIMUTH F', 'SCHENA T', 'IVANOV V YU', 'GRIGORIEV S V', 'MALEYEV S V', 'MOSKVIN E V', 'DYADKIN V A', 'POTAPOVA N M', 'GRIGORIEV SERGEY V', 'MOSKVIN EVGENY V', 'DYADKIN VADIM A', 'GRIGORIEV SV', 'MALEYEV SV', 'OKOROKOV AI', 'KANAZAWA N', 'KIM J -H', 'INOSOV D S', 'ONOSE Y', 'ARIMA T', 'KIKUCHI TORU', 'KORETSUNE TAKASHI', 'ARITA RYOTARO', 'NAGAOSA NAOTO', 'KRUEGER FRANK', 'KARAHASANOVIC UNA', 'GREEN ANDREW G', 'LEBECH B', 'BERNHARD J', 'FRELTOFT T', 'MAKAROVA O L', 'ANDRE G', 'NAKANISHI O', 'YANASE A', 'HASEGAWA A', 'NISHIHARA Y', 'WAKI S', 'OGAWA S', 'SHIBATA K', 'YU X Z', 'HARA T'];PHYSICAL REVIEW B;Russia
Flexocoupling impact on size effects of piezoresponse and conductance in mixed-type ferroelectric semiconductors under applied pressure;['MOROZOVSKA AN', 'ELISEEV EA', 'GENENKO YA', 'VOROTIAHIN IS', 'SILIBIN MV', 'CAO Y', 'KIM Y', 'GLINCHUK MD', 'KALININ SV'];['AMANIEU HUGUES-YANIS', 'THAI HUY N M', 'LUCHKIN SERGEY YU', 'BALKE N', 'JESSE S', 'MOROZOVSKA A N', 'BIANCOLI ALBERTO', 'FANCHER CHRIS M', 'JONES JACOB L', 'CATALAN G', 'SINNAMON LJ', 'GREGG JM', 'CATALAN GUSTAU', 'SCOTT JAMES F', 'DUAN CG', 'SABIRIANOV RF', 'MEI WN', 'DUAN CHUN-GANG', 'JASWAL S S', 'TSYMBAL E Y', 'ELISEEV EUGENE A', 'MOROZOVSKA ANNA N', 'GLINCHUK MAYA D', 'FIEBIG M', 'FRANZBACH D J', 'GU Y J', 'CHEN L Q', 'FRANZBACH DANIEL J', 'XU BAI-XIANG', 'MUELLER RALF', 'FREEDMAN DANIEL A', 'ROUNDY D', 'ARIAS T A', 'GIL Y', 'UMURHAN O M', 'RIESS I', 'STEPHANOVICH VA', 'GUREEV M Y', 'TAGANTSEV A K', 'SETTER N', 'HAUN MJ', 'ZHUANG ZQ', 'FURMAN E', 'HERRING C', 'VOGT E', 'HIGHLAND M J', 'FISTER T T', 'FONG D D', 'HSIEH YING-HUI', 'STRELCOV EVGHENI', 'LIOU JIA-MING', 'JIA CHUN-LIN', 'NAGARAJAN VALANOOR', 'HE JIA-QING', 'KALININ S V', 'RODRIGUEZ B J', 'KALININ SERGEI V', 'BORISEVICH ALBINA', 'FONG DILLON', 'SPALDIN NICOLA A', 'LIU WL', 'RODRIGUEZ BJ', 'SHIN J', 'KHOLKIN ANDREI', 'BDIKIN IGOR', 'OSTAPCHUK TETYANA', 'KIM YUNSEOK', 'KELLY SIMON J', 'MOROZOVSKA ANNA'];PHYSICAL REVIEW B;Russia
Effect of Precipitation-Bath Concentration on Rheological Properties of Polymer Systems with Wet Spinning of Fibers;['VINOGRADOV YA'];['TROUTON FT'];FIBRE CHEMISTRY;Russia
Effect of External Factors on the Structure of Ultrathin Fibers of Poly(3-Hydroxybutyrate) and Dipyridamole;"[""OL'KHOV AA"", 'KARPOVA SG', 'STAROVEROVA OV', 'KUCHERENKO EL', 'ISHCHENKO AA', 'IORDANSKII AL']";['[ANONYMOUS]', 'BADRI WAISUDIN', 'EDDABRA RKIA', 'FESSI HATEM', 'BUCHACHENKO AL', 'DARANARONG DONRAPORN', 'CHAN RODMAN T H', 'WANANDY NICO S', 'GUAN DONGHUA', 'HUANG CHUNPENG', 'LIU JI', 'KAMAEV PP', 'JAROS ANNA', 'SMOLA ANNA', 'KASPERCZYK JANUSZ', 'JEONG B', 'CHOI YK', 'BAE YH', 'OLKHOV A A', 'MARKIN V S', 'KOSENKO R YU', 'PAPKOV SP', 'SHEN M', 'SOKOLOWSKI WITOLD', 'METCALFE ANNICK', 'HAYASHI SHUNICHI'];FIBRE CHEMISTRY;Russia
Structure and Sorption Characteristics of Nanocrystallites of Chitosan;"['GRUNIN YB', ""GAL'BRAIKH LS"", 'LEVITIN SV', 'MASAS DS']";['ILYINA AV', 'MOGILEVSKAYA E L', 'AKOPOVA T A', 'ZELENETSKII A N', 'WANG JUN JIE', 'ZENG ZHAO WU', 'XIAO REN ZHONG', 'ZHAO LI-MING', 'SHI LU-E', 'ZHANG ZHI-LIANG'];FIBRE CHEMISTRY;Russia
Influence of Precipitation and Conditioning Baths on the Structure, Morphology, and Properties of Cellulose Films;['MAKAROV IS', 'GOLOVA LK', 'KUZNETSOVA LK', 'ANTONOV SV', 'KOTSYUK AV', 'IGNATENKO VY', 'KULICHIKHIN VG'];['ABE Y', 'MOCHIZUKI A', 'ABU-ROUS MOHAMMAD', 'INGOLIC ELISABETH', 'SCHUSTER KURT CHRISTIAN', 'VARGA KSENIJA', 'BECHTOLD THOMAS', 'BANG YH', 'LEE S', 'PARK JB', 'BIGANSKA OLGA', 'NAVARD PATRICK', 'CRAWSHAW J', 'CAMERON RE', 'FINK HP', 'WEIGEL P', 'PURZ HJ', 'MAO ZHIMING', 'CAO YIMING', 'JIE XINGMING', 'MCBAIN JW', 'KISTLER SS', 'PENG YUCHENG', 'GARDNER DOUGLAS J', 'HAN YOUSOO', 'ROMANOV VV', 'SEVASTYANOV VI', 'UDDIN AHMED JALAL', 'YAMAMOTO ATSUSHI', 'GOTOH YASUO', 'VICKERS ME', 'BRIGGS NP', 'IBBETT RN'];FIBRE CHEMISTRY;Russia
Market for Carbon Fibres and Composites Based on them. A review;['SIDORINA AI', 'GUNYAEVA AG'];['¡Œ–Ÿ≈¬ ¿¬', '√”—≈¬ ﬁ¿', 'BORSHCHEV AV', 'GUSEV YUA', 'ƒŒÕ≈÷ »…  »', '’–”À‹ Œ¬ ¿¬', 'DONETSKIY KI', 'KHRULíKOV AV'];FIBRE CHEMISTRY;Russia
Study of Microcapillary Impregnation of Carbon Fibres by Epoxy Binders;['KOBETS LP', 'BORODULIN AS', 'MALYSHEVA GV'];['MALYSHEVA G V', 'SHIMINA YU YU'];FIBRE CHEMISTRY;Russia
Strengthening of Rusar NT Fibre by Electromagnetic Treatment;"['SHEBANOV SM', 'NOVIKOV IK', 'PAVLIKOV AV', 'SPIRIDONOV MI', ""ANAN'IN OB"", 'GERASIMOV IA']";['ADARNCZYK N M', 'DAMERON A A', 'GEORGE S M', 'BRUSAU E V', 'CAMI G E', 'NARDA G E', 'DONEUX TH', 'TIELENS F', 'GEERLINGS P', 'KIM EUN MIN', 'JANG JINHO', 'MESSIN GUILLAUME H R', 'RICE KIRK D', 'RILEY MICHAEL A', 'MORSY MA', 'AL-KHALDI MA', 'SUWAIYAN A', 'MOSKVA VV', 'WANG W-Z', 'ZHANG Y-H'];FIBRE CHEMISTRY;Russia
Manufacture of Parachute Fabric with Specified Air Permeability from Aramid Yarns on Shuttleless Looms;['SAFONOV PE', 'LEVAKOVA NM', 'YUKHIN SS', 'BULANOVA ME'];['HAVLOVA MARIE', 'KAWABATA S', 'NIWA M', 'KAWAI H', 'RUKUIZIENE ZANETA', 'MILASIUS RIMVYDAS'];FIBRE CHEMISTRY;Russia
Aspects of Forming the Fell of a Fabric (Narrow Fabric) Made From Mineral Threads;"['KOROLEV PA', 'SERGEEVA AV', ""TERENT'EV VI""]";['Nobody'];FIBRE CHEMISTRY;Russia
Design Principles for Knitted Items with Bicomponent Cloths;['GOROKHOVA OY'];['Nobody'];FIBRE CHEMISTRY;Russia
IR Spectral Study and X-Ray Structural Analysis of the Supramolecular Structure of Cellulose Powder;['KAZAKOVA EG', 'ALESHINA LA', 'LUGOVSKAYA LA', 'DEMIN VA', 'IPATOVA EU', 'UDORATINA EV'];['KOLPAK FJ', 'BLACKWELL J', 'LANGAN P', 'NISHIYAMA Y', 'CHANZY H', 'OCONNOR RT', 'SMITH A'];FIBRE CHEMISTRY;Russia
